name;brand;pvp;description;image
AJ-LIGHTCORE-2G2W;AJAX;107.48;Relé interruptor inteligente doble y conmutable - Inalámbrico 868 MHz Jeweller - Alcance de comunicación hasta 1100 m - Alimentación 230 V AC 50 Hz - Sin necesidad de cable neutro - Ajax - LightSwitch LightCore (2 Gang/2 way);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-LIGHTCORE-2G2W/AJ-LIGHTCORE-2G2W.png
AJ-LIGHTCORE-2G2W-VERT;AJAX;107.48;Relé interruptor inteligente doble y conmutable - Inalámbrico 868 MHz Jeweller - Alcance de comunicación hasta 1100 m - Alimentación 230 V AC 50 Hz - Sin necesidad de cable neutro - Ajax - LightSwitch LightCore Vertical (2G / 2W);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-LIGHTCORE-2G2W-VERT/AJ-LIGHTCORE-2G2W-VERT.png
AJ-LIGHTCORE-2W;AJAX;77.74;Relé para interruptor de luz conmutable - Inalámbrico 868 MHz Jeweller - Alcance de comunicación hasta 1100 m - Alimentación 230 V AC 50 Hz - Sin necesidad de cable neutro - Ajax - LightSwitch LightCore (2 Way);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-LIGHTCORE-2W/AJ-LIGHTCORE-2W.png
AJ-LIGHTCORE-2W-VERT;AJAX;77.74;Relé para interruptor de luz conmutable vertical - Inalámbrico 868 MHz Jeweller - Alcance de comunicación hasta 1100 m - Alimentación 230 V AC 50 Hz - Sin necesidad de cable neutro - Ajax - LightSwitch LightCore Vertical (2 Way);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-LIGHTCORE-2W-VERT/AJ-LIGHTCORE-2W-VERT.png
AJ-LIGHTCORE-CROSS;AJAX;109.1;Relé para interruptor de luz de cruce - Inalámbrico 868 MHz Jeweller - Alcance de comunicación hasta 1100 m - Alimentación 230 V AC 50 Hz - Sin necesidad de cable neutro - Ajax - LightSwitch LightCore (Crossover);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-LIGHTCORE-CROSS/AJ-LIGHTCORE-CROSS.png
AJ-LIGHTCORE-CROSS-VERT;AJAX;109.1;Relé para interruptor de luz de cruce vertical - Inalámbrico 868 MHz Jeweller - Alcance de comunicación hasta 1100 m - Alimentación 230 V AC 50 Hz - Sin necesidad de cable neutro - Ajax - LightSwitch LightCore Vertical(Crossover);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-LIGHTCORE-CROSS-VERT/AJ-LIGHTCORE-CROSS-VERT.png
AJ-LIGHTCORE-DIMMER;AJAX;130.52;Relé interruptor de luz inteligente regulable - Inalámbrico 868 MHz Jeweller - Alcance de comunicación hasta 900 m - Alimentación 230 V AC 50 Hz - Sin necesidad de cable neutro - Ajax - LightSwitch LightCore (Dimmer);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-LIGHTCORE-DIMMER/AJ-LIGHTCORE-DIMMER.png
AJ-LIGHTCORE-DIMMER-VERT;AJAX;130.52;Relé interruptor de luz inteligente regulable - Inalámbrico 868 MHz Jeweller - Alcance de comunicación hasta 900 m - Alimentación 230 V AC 50 Hz - Sin necesidad de cable neutro - Ajax - LightSwitch LightCore (Dimmer) Vertical;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-LIGHTCORE-DIMMER-VERT/AJ-LIGHTCORE-DIMMER-VERT.png
AJ-MAGNET-B;AJAX;8;Imán grande - AJ-DOORPROTECT-B y AJ-DOORPROTECTPLUS-B - Instalación sencilla - Plástico ABS - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MAGNET-B/AJ-MAGNET-B.png
AJ-MAGNET-W;AJAX;8;Imán grande y pequeño - AJ-DOORPROTECT-W y AJ-DOORPROTECTPLUS-W - Instalación sencilla - Plástico ABS - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MAGNET-W/AJ-MAGNET-W.png
AJ-MANUALCALLPOINT-BLUE;AJAX;112.46;Botón manual de alarma de incendio azul - Inalámbrico 868 MHz Jeweller - Botón alarma incendio o activador de escenarios - Compatible con función de alarma interconectada - Transmisión de alarmas a CRA (configurable) - Alimentación 2 pilas CR123A;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MANUALCALLPOINT-BLUE/AJ-MANUALCALLPOINT-BLUE.png
AJ-MANUALCALLPOINT-GREEN;AJAX;112.46;Botón manual de alarma de incendio verde - Inalámbrico 868 MHz Jeweller - Botón alarma incendio o activador de escenarios - Compatible con función de alarma interconectada - Transmisión de alarmas a CRA (configurable) - Alimentación 2 pilas CR123A;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MANUALCALLPOINT-GREEN/AJ-MANUALCALLPOINT-GREEN.png
AJ-MANUALCALLPOINT-WHITE;AJAX;112.46;Botón manual de alarma de incendio blanco - Inalámbrico 868 MHz Jeweller - Botón alarma incendio o activador de escenarios - Compatible con función de alarma interconectada - Transmisión de alarmas a CRA (configurable) - Alimentación 2 pilas CR123A;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MANUALCALLPOINT-WHITE/AJ-MANUALCALLPOINT-WHITE.png
AJ-MANUALCALLPOINT-YELLOW;AJAX;112.46;Botón manual de alarma de incendio amarillo - Inalámbrico 868 MHz Jeweller - Botón alarma incendio o activador de escenarios - Compatible con función de alarma interconectada - Transmisión de alarmas a CRA (configurable) - Alimentación 2 pilas CR123A;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MANUALCALLPOINT-YELLOW/AJ-MANUALCALLPOINT-YELLOW.png
AJ-MINIHUB-W;AJAX;8;Abrazadera de sujeción de cables - AJ-HUB-W, AJ-HUBPLUS-W, AJ-HUB2-W, AJ-HUB2-4G-W - AJ-HUB2PLUS-W, AJ-REX-W y AJ-REX2-W - Instalación sencilla - Plástico ABS - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MINIHUB-W/AJ-MINIHUB-W.png
AJ-MOTIONCAM-B-DUMMY;AJAX;50;Carcasa para fotodetector - AJ-MOTIONCAM-B - Instalación sencilla - Incluye SmartBracket - Plástico ABS - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONCAM-B-DUMMY/AJ-MOTIONCAM-B-DUMMY.png
AJ-MOTIONCAM-HDR-B;AJAX;171.36;Fotodetector - Grado 2 - Sustituye a AJ-MOTIONCAM-B - Tecnología HDR - Envío de imágenes hasta VGA (640x480) - Hasta 5 imágenes por detección - Antimascotas / Rango de detección 12 m;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONCAM-HDR-B/AJ-MOTIONCAM-HDR-B.png
AJ-MOTIONCAM-HDR-PHOD-B;AJAX;191.76;Fotodetector PhOD - Grado 2 - Foto bajo demanda (PhOD) / Tecnología HDR - Sustituye a AJ-MOTIONCAM-PHOD-B - Envío de imágenes hasta VGA (640x480) - Hasta 5 imágenes por detección - Antimascotas / Rango de detección 12m;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONCAM-HDR-PHOD-B/AJ-MOTIONCAM-HDR-PHOD-B.png
AJ-MOTIONCAM-HDR-PHOD-W;AJAX;191.76;Fotodetector PhOD - Grado 2 - Sustituye a AJ-MOTIONCAM-PHOD-W - Foto bajo demanda (PhOD) / Tecnología HDR - Envío de imágenes hasta VGA (640x480) - Hasta 5 imágenes por detección - Antimascotas / Rango de detección 12 m;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONCAM-HDR-PHOD-W/AJ-MOTIONCAM-HDR-PHOD-W.png
AJ-MOTIONCAM-HDR-W;AJAX;171.36;Fotodetector - Grado 2 - Sustituye a AJ-MOTIONCAM-W - Tecnología HDR - Envío de imágenes hasta VGA (640x480) - Hasta 5 imágenes por detección - Antimascotas / Rango de detección 12 m;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONCAM-HDR-W/AJ-MOTIONCAM-HDR-W.png
AJ-MOTIONCAM-W-DUMMY;AJAX;50;Carcasa para fotodetector - AJ-MOTIONCAM-W - Instalación sencilla - Incluye SmartBracket - Plástico ABS - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONCAM-W-DUMMY/AJ-MOTIONCAM-W-DUMMY.png
AJ-MOTIONCAMOUTDOOR-HIGHMOUNT-PHOD-W;AJAX;556.22;Fotodetector exterior con petición de imagen - Doble tecnología: PIR y microondas banda K - Gestor de privacidad / Sensor antimasking - Hasta 5 imágenes por detección - Instalación en altura 2~4 m - Soporte giratorio incluido;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONCAMOUTDOOR-HIGHMOUNT-PHOD-W/AJ-MOTIONCAMOUTDOOR-HIGHMOUNT-PHOD-W.png
AJ-MOTIONCAMOUTDOOR-PHOD-W;AJAX;387.6;Fotodetector exterior con petición de imagen - Inalámbrico 868 MHz Jeweller - Detección de 3 a 15 m - Gestor de privacidad - Antimasking / Inmune a mascotas - Uso exterior IP55;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONCAMOUTDOOR-PHOD-W/AJ-MOTIONCAMOUTDOOR-PHOD-W.png
AJ-MOTIONCAMOUTDOOR-W;AJAX;342.72;Fotodetector PIR exterior - Grado 2 - Inalámbrico 868 MHz Jeweller - Detección de 3 a 15 m regulable - Envío de imágenes hasta VGA (640x480) - Antimasking / Inmune a mascotas - Uso exterior IP55;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONCAMOUTDOOR-W/AJ-MOTIONCAMOUTDOOR-W.png
AJ-MOTIONCAMOUTDOOR-W-DUMMY;AJAX;68.46;Carcasa para fotodetector - AJ-MOTIONCAMOUTDOOR-W - Instalación sencilla - Incluye SmartBracket - Plástico ABS - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONCAMOUTDOOR-W-DUMMY/AJ-MOTIONCAMOUTDOOR-W-DUMMY.png
AJ-MOTIONCAMOUTDOOR-W-LENS;AJAX;8;Lente para detector - AJ-MOTIONCAMOUTDOOR-W - AJ-MOTIONCAMOUTDOOR-PHOD-W - Instalación sencilla - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONCAMOUTDOOR-W-LENS/AJ-MOTIONCAMOUTDOOR-W-LENS.png
AJ-MOTIONPROTECT-B;AJAX;77.52;Detector PIR - Grado 2 - Inalámbrico 868 MHz Jeweller - Rango de detección hasta 12 m - Sensibilidad ajustable - Inmunidad ante mascotas - Tamper antisabotaje;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONPROTECT-B/AJ-MOTIONPROTECT-B.png
AJ-MOTIONPROTECT-B-DUMMY;AJAX;12;Carcasa para detector de movimiento - AJ-MOTIONPROTECT-B y AJ-MOTIONPROTECTPLUS-B - Instalación sencilla - Incluye SmartBracket - Plástico ABS - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONPROTECT-B-DUMMY/AJ-MOTIONPROTECT-B-DUMMY.png
AJ-MOTIONPROTECT-B-LENS;AJAX;2.8;Lente para detector - AJ-MOTIONPROTECT-B, AJ-MOTIONPROTECTPLUS-B - AJ-COMBIPROTECT-B, AJ-MOTIONCAM-B - AJ-MOTIONCAM-PHOD-B - Instalación sencilla - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONPROTECT-B-LENS/AJ-MOTIONPROTECT-B-LENS.png
AJ-MOTIONPROTECT-W;AJAX;77.52;Detector PIR - Grado 2 - Inalámbrico 868 MHz Jeweller - Rango de detección hasta 12 m - Sensibilidad ajustable - Inmunidad ante mascotas - Tamper antisabotaje;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONPROTECT-W/AJ-MOTIONPROTECT-W.png
AJ-MOTIONPROTECT-W-DUMMY;AJAX;12;Carcasa para detector de movimiento - AJ-MOTIONPROTECT-W y AJ-MOTIONPROTECTPLUS-W - Instalación sencilla - Incluye SmartBracket - Plástico ABS - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONPROTECT-W-DUMMY/AJ-MOTIONPROTECT-W-DUMMY.png
AJ-MOTIONPROTECT-W-LENS;AJAX;2.8;Lente para detector - AJ-MOTIONPROTECT-W, AJ-MOTIONPROTECTPLUS-W - AJ-COMBIPROTECT-W, AJ-MOTIONCAM-W - AJ-MOTIONCAM-PHOD-W - Instalación sencilla - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONPROTECT-W-LENS/AJ-MOTIONPROTECT-W-LENS.png
AJ-MOTIONPROTECTPLUS-B;AJAX;106.08;Detector PIR - Grado 2 - Doble tecnología : PIR y microondas banda K - Inalámbrico 868 MHz Jeweller - Inmunidad ante mascotas - Sensibilidad ajustable - Rango de detección 12 m;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONPROTECTPLUS-B/AJ-MOTIONPROTECTPLUS-B.png
AJ-MOTIONPROTECTPLUS-W;AJAX;106.08;Detector PIR - Grado 2 - Doble tecnología: PIR y microondas banda K - Inalámbrico 868 MHz Jeweller - Inmunidad ante mascotas - Sensibilidad ajustable - Rango de detección 12 m;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOTIONPROTECTPLUS-W/AJ-MOTIONPROTECTPLUS-W.png
AJ-MOUNTCAM-A1-B;AJAX;51.18;Soporte - Para cámaras Bullet, Domo y Turret Ajax - Apto para uso exterior - Instalación en pared o poste - Color negro | 86 × 123 × 164 mm | 480 g;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOUNTCAM-A1-B/AJ-MOUNTCAM-A1-B.png
AJ-MOUNTCAM-A1-W;AJAX;51.18;Soporte - Para cámaras Bullet, Domo y Turret Ajax - Apto para uso exterior - Instalación en pared o poste - Color blanco | 86 × 123 × 164 mm | 480 g;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOUNTCAM-A1-W/AJ-MOUNTCAM-A1-W.png
AJ-MOUNTCAM-A2-B;AJAX;68.22;Soporte - Para cámaras Bullet, turret y domo Ajax - Apto para uso exterior - Instalación en pared o poste - Color negro | 86 × 136 × 174 mm | 630 g;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOUNTCAM-A2-B/AJ-MOUNTCAM-A2-B.png
AJ-MOUNTCAM-A2-W;AJAX;68.22;Soporte - Para cámaras Bullet, turret y domo Ajax - Apto para uso exterior - Instalación en pared o poste - Color blanco | 86 × 136 × 174 mm | 630 g;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOUNTCAM-A2-W/AJ-MOUNTCAM-A2-W.png
AJ-MOUNTCAM-B1-B;AJAX;73.1;Soporte - Para cámaras Bullet, Domo y Turret Ajax - Apto para uso exterior - Instalación en pared o poste - Color negro | 96 × 117 × 237 mm | 810 g;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOUNTCAM-B1-B/AJ-MOUNTCAM-B1-B.png
AJ-MOUNTCAM-B1-W;AJAX;73.1;Soporte - Para cámaras Bullet, Domo y Turret Ajax - Apto para uso exterior - Instalación en pared o poste - Color blanco | 96 × 117 × 237 mm | 810 g;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOUNTCAM-B1-W/AJ-MOUNTCAM-B1-W.png
AJ-MOUNTCAM-B2-B;AJAX;90.16;Soporte - Para cámaras Bullet, Domo y Turret Ajax - Apto para uso exterior - Instalación en pared o poste - Color negro | 100 × 136 × 242 mm | 960 g;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOUNTCAM-B2-B/AJ-MOUNTCAM-B2-B.png
AJ-MOUNTCAM-B2-W;AJAX;90.16;Soporte - Para cámaras Bullet, Domo y Turret Ajax - Apto para uso exterior - Instalación en pared o poste - Color blanco | 100 × 136 × 242 mm | 960 g;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MOUNTCAM-B2-W/AJ-MOUNTCAM-B2-W.png
AJ-MULTITRANSMITTER-3EOL-B;AJAX;189.72;Expansor vía radio - Certificado NFA2P y Grado 2 - Expansor de zonas cableadas vía radio - Inalámbrico 868 MHz Jeweller - Hasta 18 Entradas cableadas de alarma y tamper - Alarma configurable NC, NO, EOL, 2EOL, 3EOL - Doble salida de alimentación 12V / 1A;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MULTITRANSMITTER-3EOL-B/AJ-MULTITRANSMITTER-3EOL-B.png
AJ-MULTITRANSMITTER-3EOL-W-NF;AJAX;186;Expansor vía radio - Certificado NFA2P y Grado 2 - Expansor de zonas cableadas vía radio - Inalámbrico 868 MHz Jeweller - Hasta 18 Entradas cableadas de alarma y tamper - Alarma configurable NC, NO, EOL, 2EOL, 3EOL - Doble salida de alimentación 12V / 1A;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-MULTITRANSMITTER-3EOL-W-NF/AJ-MULTITRANSMITTER-3EOL-W-NF.png
AJ-NVR108-B;AJAX;282.6;Grabador NVR - 8 canales - Compresión H.265 / H.264 - Resolución hasta 4K (25/30 FPS) - Ancho de banda 100Mbps - Espacio para 1HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR108-B/AJ-NVR108-B.png
AJ-NVR108-DC-B;AJAX;282.6;Grabador NVR - 8 canales - Compresión H.265 / H.264 - Resolución hasta 4K (25/30 FPS) - Ancho de banda 100Mbps | Alimentación DC 12V - Espacio para 1HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR108-DC-B/AJ-NVR108-DC-B.png
AJ-NVR108-DC-W;AJAX;282.6;Grabador NVR - 8 canales - Compresión H.265 / H.264 - Resolución hasta 4K (25/30 FPS) - Ancho de banda 100Mbps | Alimentación DC 12V - Espacio para 1HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR108-DC-W/AJ-NVR108-DC-W.png
AJ-NVR108-HAC-B;AJAX;324.98;Grabador NVR - 8 canales | HDMI Full HD - Compresión H.265 | H.264 - Resolución de grabación hasta 12MP - Ancho de banda 80Mbps - Espacio para 1HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR108-HAC-B/AJ-NVR108-HAC-B.png
AJ-NVR108-HAC-W;AJAX;324.98;Grabador NVR - 8 canales | HDMI Full HD - Compresión H.265 | H.264 - Resolución de grabación hasta 12MP - Ancho de banda 80Mbps - Espacio para 1HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR108-HAC-W/AJ-NVR108-HAC-W.png
AJ-NVR108-HDC-B;AJAX;324.98;Grabador NVR - 8 canales | HDMI Full HD - Compresión H.265 | H.264 - Resolución de grabación hasta 8 MP - Ancho de banda 80Mbps - Espacio para 1HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR108-HDC-B/AJ-NVR108-HDC-B.png
AJ-NVR108-HDC-W;AJAX;324.98;Grabador NVR - 8 canales | HDMI Full HD - Compresión H.265 | H.264 - Resolución de grabación hasta 8 MP - Ancho de banda 80Mbps - Espacio para 1HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR108-HDC-W/AJ-NVR108-HDC-W.png
AJ-NVR108-W;AJAX;282.6;Grabador NVR - 8 canales - Compresión H.265 / H.264 - Resolución hasta 4K (25/30 FPS) - Ancho de banda 100Mbps - Espacio para 1HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR108-W/AJ-NVR108-W.png
AJ-NVR116-B;AJAX;434.82;Grabador NVR - 16 canales - Compresión H.265 / H.264 - Resolución hasta 4K (25/30 FPS) - Ancho de banda 100Mbps - Espacio para 1HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR116-B/AJ-NVR116-B.png
AJ-NVR116-DC-B;AJAX;434.82;Grabador NVR - 16 canales - Compresión H.265 / H.264 - Resolución hasta 4K (25/30 FPS) - Ancho de banda 100Mbps | Alimentación DC 12V - Espacio para 1HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR116-DC-B/AJ-NVR116-DC-B.png
AJ-NVR116-DC-W;AJAX;434.82;Grabador NVR - 16 canales - Compresión H.265 / H.264 - Resolución hasta 4K (25/30 FPS) - Ancho de banda 100Mbps | Alimentación DC 12V - Espacio para 1HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR116-DC-W/AJ-NVR116-DC-W.png
AJ-NVR116-HAC-B;AJAX;500.04;Grabador NVR - 16 canales - Compresión H.265 / H.264 - Resolución hasta 12MP | HDMI Full HD - Ancho de banda 80 Mbps - Espacio para 1HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR116-HAC-B/AJ-NVR116-HAC-B.png
AJ-NVR116-HAC-W;AJAX;500.04;Grabador NVR - 16 canales - Compresión H.265 / H.264 - Resolución hasta 12MP | HDMI Full HD - Ancho de banda 80Mbps - Espacio para 1HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR116-HAC-W/AJ-NVR116-HAC-W.png
AJ-NVR116-HDC-B;AJAX;500.04;Grabador NVR - 16 canales | HDMI Full HD - Compresión H.265 | H.264 - Resolución de grabación hasta 8 MP - Ancho de banda 80Mbps - Espacio para 1HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR116-HDC-B/AJ-NVR116-HDC-B.png
AJ-NVR116-HDC-W;AJAX;500.04;Grabador NVR - 16 canales | HDMI Full HD - Compresión H.265 | H.264 - Resolución de grabación hasta 8 MP - Ancho de banda 80Mbps - Espacio para 1HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR116-HDC-W/AJ-NVR116-HDC-W.png
AJ-NVR116-W;AJAX;434.82;Grabador NVR - 16 canales - Compresión H.265 / H.264 - Resolución hasta 4K (25/30 FPS) - Ancho de banda 100Mbps - Espacio para 1HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR116-W/AJ-NVR116-W.png
AJ-NVR208-HAC-8P-B;AJAX;430.98;Grabador NVR 8 puertos PoE - 8 canales | HDMI - Compresión H.265/H.264 | JetSparrow - Resolución hasta 12MP - Ancho de banda 160Mbps | Protección IP20 - Espacio para 2HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR208-HAC-8P-B/AJ-NVR208-HAC-8P-B.png
AJ-NVR208-HAC-8P-W;AJAX;430.98;Grabador NVR 8 puertos PoE - 8 canales | HDMI - Compresión H.265/H.264 | JetSparrow - Resolución hasta 12MP - Ancho de banda 160Mbps | Protección IP20 - Espacio para 2HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR208-HAC-8P-W/AJ-NVR208-HAC-8P-W.png
AJ-NVR208-HAC-AI-8P-S-B;AJAX;469.74;Grabador NVR Superior - 8 canales | 8 puertos PoE IEEE802.3af/at - Compresión H.265/H.264 | JetSparrow - Resolución hasta 12MP | IA | RJ45 | HDMI - Ancho de banda 384Mbps | Protección IP20 - Espacio para 2HDD de hasta 24 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR208-HAC-AI-8P-S-B/AJ-NVR208-HAC-AI-8P-S-B.png
AJ-NVR208-HAC-AI-8P-S-W;AJAX;469.74;Grabador NVR Superior - 8 canales | 8 puertos PoE IEEE802.3af/at - Compresión H.265/H.264 | JetSparrow - Resolución hasta 12MP | IA | RJ45 | HDMI - Ancho de banda 384Mbps | Protección IP20 - Espacio para 2HDD de hasta 24 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR208-HAC-AI-8P-S-W/AJ-NVR208-HAC-AI-8P-S-W.png
AJ-NVR208-HAC-B;AJAX;296.98;Grabador NVR - 8 canales | HDMI 4K - Compresión H.265/H.264 | JetSparrow - Resolución hasta 12MP - Ancho de banda 160Mbps | Protección IP20 - Espacio para 2HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR208-HAC-B/AJ-NVR208-HAC-B.png
AJ-NVR208-HAC-W;AJAX;296.98;Grabador NVR - 8 canales | HDMI 4K - Compresión H.265/H.264 | JetSparrow - Resolución hasta 12MP - Ancho de banda 160Mbps | Protección IP20 - Espacio para 2HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR208-HAC-W/AJ-NVR208-HAC-W.png
AJ-NVR208-HAC2G-AI-S-B;AJAX;335.72;Grabador NVR Superior - 8 canales | HDMI - Compresión H.265/H.264 | JetSparrow - Resolución hasta 12MP | IA | 2 × RJ45 - Ancho de banda 384Mbps | Protección IP20 - Espacio para 2HDD de hasta 24 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR208-HAC2G-AI-S-B/AJ-NVR208-HAC2G-AI-S-B.png
AJ-NVR208-HAC2G-AI-S-W;AJAX;335.72;Grabador NVR Superior - 8 canales | HDMI - Compresión H.265/H.264 | JetSparrow - Resolución hasta 12MP | IA | 2 × RJ45 - Ancho de banda 384Mbps | Protección IP20 - Espacio para 2HDD de hasta 24 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR208-HAC2G-AI-S-W/AJ-NVR208-HAC2G-AI-S-W.png
AJ-NVR216-HAC-16P-B;AJAX;724.94;Grabador NVR 16 puertos PoE - 16 canales | HDMI - Compresión H.265/H.264 | JetSparrow - Resolución hasta 12MP - Ancho de banda 160Mbps | Protección IP20 - Espacio para 2HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR216-HAC-16P-B/AJ-NVR216-HAC-16P-B.png
AJ-NVR216-HAC-16P-W;AJAX;724.94;Grabador NVR 16 puertos PoE - 16 canales | HDMI - Compresión H.265/H.264 | JetSparrow - Resolución hasta 12MP - Ancho de banda 160Mbps | Protección IP20 - Espacio para 2HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR216-HAC-16P-W/AJ-NVR216-HAC-16P-W.png
AJ-NVR216-HAC-8P-B;AJAX;590.92;Grabador NVR 8 puertos PoE - 16 canales | HDMI - Compresión H.265/H.264 | JetSparrow - Resolución hasta 12MP - Ancho de banda 160Mbps | Protección IP20 - Espacio para 2HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR216-HAC-8P-B/AJ-NVR216-HAC-8P-B.png
AJ-NVR216-HAC-8P-W;AJAX;590.92;Grabador NVR 8 puertos PoE - 16 canales | HDMI - Compresión H.265/H.264 | JetSparrow - Resolución hasta 12MP - Ancho de banda 160Mbps | Protección IP20 - Espacio para 2HDD de hasta 16 TB;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-NVR216-HAC-8P-W/AJ-NVR216-HAC-8P-W.png
