name;brand;pvp;description;image
AJ-DOMECAM-MINI-8-0400-B;AJAX;327.5;Cámara IP 8 Megapixel Ajax - Progressive Scan CMOS - Lente 4 mm, Ranura MicroSD hasta 256GB - IR LEDs Alcance 15m, PoE 802.3at - Con Inteligencia Artificial - Color Negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOMECAM-MINI-8-0400-B/AJ-DOMECAM-MINI-8-0400-B.png
AJ-DOMECAM-MINI-8-0400-HL-B;AJAX;339.92;"Cámara IP 8 Megapixel Ajax - 1/2.8"" Progressive Scan CMOS - Lente 4 mm | Ranura MicroSD hasta 256GB - IR15m | Luz Blanca 15 m | PoE 802.3at/af - Con Inteligencia Artificial - Color negro";https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOMECAM-MINI-8-0400-HL-B/AJ-DOMECAM-MINI-8-0400-HL-B.png
AJ-DOMECAM-MINI-8-0400-HL-W;AJAX;339.92;"Cámara IP 8 Megapixel Ajax - 1/2.8"" Progressive Scan CMOS - Lente 4 mm | Ranura MicroSD hasta 256GB - IR15m | Luz Blanca 15 m | PoE 802.3at/af - Con Inteligencia Artificial - Color blanco";https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOMECAM-MINI-8-0400-HL-W/AJ-DOMECAM-MINI-8-0400-HL-W.png
AJ-DOMECAM-MINI-8-0400-W;AJAX;327.5;Cámara IP 8 Megapixel Ajax - Progressive Scan CMOS - Lente 4 mm, Ranura MicroSD hasta 256GB - IR LEDs Alcance 15m, PoE 802.3at - Con Inteligencia Artificial - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOMECAM-MINI-8-0400-W/AJ-DOMECAM-MINI-8-0400-W.png
AJ-DOMECAM-MINI-8-B;AJAX;327.5;Cámara IP 8 Megapixel Ajax - Progressive Scan CMOS - Lente 2.8 mm, MicroSD hasta 256GB - IR LEDs Alcance 15m, PoE 802.3at - Con Inteligencia Artificial - Color Negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOMECAM-MINI-8-B/AJ-DOMECAM-MINI-8-B.png
AJ-DOMECAM-MINI-8-HL-B;AJAX;339.92;"Cámara IP 8 Megapixel Ajax - 1/2.8"" Progressive Scan CMOS - Lente 2.8 mm, Ranura MicroSD hasta 256GB - IR15m | Luz Blanca 15 m | PoE 802.3at/af - Con Inteligencia Artificial - Color negro";https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOMECAM-MINI-8-HL-B/AJ-DOMECAM-MINI-8-HL-B.png
AJ-DOMECAM-MINI-8-HL-W;AJAX;339.92;"Cámara IP 8 Megapixel Ajax - 1/2.8"" Progressive Scan CMOS - Lente 2.8 mm, Ranura MicroSD hasta 256GB - IR15m | Luz Blanca 15 m | PoE 802.3at/af - Con Inteligencia Artificial - Color blanco";https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOMECAM-MINI-8-HL-W/AJ-DOMECAM-MINI-8-HL-W.png
AJ-DOMECAM-MINI-8-W;AJAX;327.5;Cámara IP 8 Megapixel Ajax - Progressive Scan CMOS - Lente 2.8 mm, MicroSD hasta 256GB - IR LEDs Alcance 15m, PoE 802.3at - Con Inteligencia Artificial - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOMECAM-MINI-8-W/AJ-DOMECAM-MINI-8-W.png
AJ-DOORBELL-4-B;AJAX;367.94;Doorbell 4 MP con IA integrada - Detector PIR alcance hasta 4 m - Audio bidireccional con cancelación de ruido - Visión nocturna IR, alcance de hasta 6 m - Wi-Fi 2.4 GHz con respaldo de Jeweller/Wings - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOORBELL-4-B/AJ-DOORBELL-4-B.png
AJ-DOORBELL-4-GRA;AJAX;367.94;Doorbell 4 MP con IA integrada - Detector PIR alcance hasta 4 m - Audio bidireccional con cancelación de ruido - Visión nocturna IR, alcance de hasta 6 m - Wi-Fi 2.4 GHz con respaldo de Jeweller/Wings - Color grafito;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOORBELL-4-GRA/AJ-DOORBELL-4-GRA.png
AJ-DOORBELL-4-GRE;AJAX;367.94;Doorbell 4 MP con IA integrada - Detector PIR alcance hasta 4 m - Audio bidireccional con cancelación de ruido - Visión nocturna IR, alcance de hasta 6 m - Wi-Fi 2.4 GHz con respaldo de Jeweller/Wings - Color gris;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOORBELL-4-GRE/AJ-DOORBELL-4-GRE.png
AJ-DOORBELL-4-W;AJAX;367.94;Doorbell 4 MP con IA integrada - Detector PIR alcance hasta 4 m - Audio bidireccional con cancelación de ruido - Visión nocturna IR, alcance de hasta 6 m - Wi-Fi 2.4 GHz con respaldo de Jeweller/Wings - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOORBELL-4-W/AJ-DOORBELL-4-W.png
AJ-DOORPROTECT-B;AJAX;44.88;Contacto magnético puerta/ventana - Grado 2 - Inalámbrico 868 MHz Jeweller - Indicador LED y antena interna - Entrada cableada / Tamper antisabotaje - Alcance hasta 1200 m - Alimentación 1 pila CR123A 3.0 V (incluida);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOORPROTECT-B/AJ-DOORPROTECT-B.png
AJ-DOORPROTECT-B-DUMMY;AJAX;9.78;Carcasa para contacto magnético - AJ-DOORPROTECT-B y AJ-DOORPROTECTPLUS-B - Instalación sencilla - Incluye SmartBracket - Plástico ABS - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOORPROTECT-B-DUMMY/AJ-DOORPROTECT-B-DUMMY.png
AJ-DOORPROTECT-W;AJAX;44.88;Contacto magnético puerta/ventana - Grado 2 - Inalámbrico 868 MHz Jeweller - Indicador LED y antena interna - Entrada cableada / Tamper antisabotaje - Alcance hasta 1200 m - Alimentación 1 pila CR123A 3.0 V (incluida);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOORPROTECT-W/AJ-DOORPROTECT-W.png
AJ-DOORPROTECT-W-DUMMY;AJAX;2;Carcasa para contacto magnético - AJ-DOORPROTECT-W y AJ-DOORPROTECTPLUS-W - Instalación sencilla - Incluye SmartBracket - Plástico ABS - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOORPROTECT-W-DUMMY/AJ-DOORPROTECT-W-DUMMY.png
AJ-DOORPROTECTPLUS-B;AJAX;71.4;Contacto magnético puerta/ventana - Grado 2 - Detector impacto e inclinación - Inalámbrico 868 MHz Jeweller - Entrada cableada / Tamper antisabotaje - Alcance hasta 1200 m - Alimentación 1 pila CR123A 3.0 V (incluida);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOORPROTECTPLUS-B/AJ-DOORPROTECTPLUS-B.png
AJ-DOORPROTECTPLUS-W;AJAX;71.4;Contacto magnético puerta/ventana - Grado 2 - Detector impacto e inclinación - Inalámbrico 868 MHz Jeweller - Entrada cableada / Tamper antisabotaje - Alcance hasta 1200 m - Alimentación 1 pila CR123A 3.0 V (incluida);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOORPROTECTPLUS-W/AJ-DOORPROTECTPLUS-W.png
AJ-DOUBLEBUTTON-B;AJAX;38.76;Doble botón de pánico - Grado 2 - Inalámbrico 868 MHz Jeweller - Alcance espacio abierto 1300 m - Pulsación segura: doble o larga - Protección IP55 - Alimentación 1 pila CR2032 3.0 V;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOUBLEBUTTON-B/AJ-DOUBLEBUTTON-B.png
AJ-DOUBLEBUTTON-W;AJAX;38.76;Doble botón de pánico - Grado 2 - Inalámbrico 868 MHz Jeweller - Alcance espacio abierto 1300 m - Pulsación segura: doble o larga - Protección IP55 - Alimentación 1 pila CR2032 3.0 V;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DOUBLEBUTTON-W/AJ-DOUBLEBUTTON-W.png
AJ-DUALCURTAINOUTDOOR-W;AJAX;269.28;Detector PIR cortina dual exterior - Grado 2 - Inalámbrico 868 MHz Jeweller - Antimasking - Alcance detección doble 4~15 m / 6º H / 90º V - Sensibilidad ajustable - Uso exterior IP54;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DUALCURTAINOUTDOOR-W/AJ-DUALCURTAINOUTDOOR-W.png
AJ-DUALCURTAINOUTDOOR-W-DUMMY;AJAX;76;Carcasa para detector de doble cortina exterior - AJ-DUALCURTAINOUTDOOR-W - Instalación sencilla - Incluye SmartBracket - Plástico ABS - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-DUALCURTAINOUTDOOR-W-DUMMY/AJ-DUALCURTAINOUTDOOR-W-DUMMY.png
AJ-EXTERNALANTENNA-B;AJAX;29.8;Antena externa para LTE o vía radio - 3 opciones de comunicación 4G LTE/Jeweller/Wings - Compatible con AJ-HUBBP - Mejora la intensidad de señal - Protección anti-sabotaje - Longitud del cable 3 m;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-EXTERNALANTENNA-B/AJ-EXTERNALANTENNA-B.png
AJ-FIREPROTECT-B;AJAX;94.76;Detector de humo - Sensor de temperatura - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 14604:2005;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT-B/AJ-FIREPROTECT-B.png
AJ-FIREPROTECT-B-DUMMY;AJAX;24;Carcasa para detector de humo - AJ-FIREPROTECT-B y AJ-FIREPROTECTPLUS-B - Instalación sencilla - Incluye SmartBracket - Plástico ABS - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT-B-DUMMY/AJ-FIREPROTECT-B-DUMMY.png
AJ-FIREPROTECT-W;AJAX;94.76;Detector de humo - Sensor de temperatura - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 14604:2005;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT-W/AJ-FIREPROTECT-W.png
AJ-FIREPROTECT-W-DUMMY;AJAX;24;Carcasa para detector de humo - AJ-FIREPROTECT-W y AJ-FIREPROTECTPLUS-W - Instalación sencilla - Incluye SmartBracket - Plástico ABS - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT-W-DUMMY/AJ-FIREPROTECT-W-DUMMY.png
AJ-FIREPROTECT2-C-RB-B;AJAX;125.62;Detector de CO - Baterías reemplazables - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 50291 -;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-C-RB-B/AJ-FIREPROTECT2-C-RB-B.png
AJ-FIREPROTECT2-C-RB-W;AJAX;125.62;Detector de CO - Baterías reemplazables - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 50291 -;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-C-RB-W/AJ-FIREPROTECT2-C-RB-W.png
AJ-FIREPROTECT2-C-SB-B;AJAX;152.98;Detector de CO - Baterías integradas - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 50291 -;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-C-SB-B/AJ-FIREPROTECT2-C-SB-B.png
AJ-FIREPROTECT2-C-SB-W;AJAX;152.98;Detector de CO - Baterías integradas - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 50291 -;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-C-SB-W/AJ-FIREPROTECT2-C-SB-W.png
AJ-FIREPROTECT2-H-RB-B;AJAX;84.34;Detector termovelocimétrico - Baterías reemplazables - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo -;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-H-RB-B/AJ-FIREPROTECT2-H-RB-B.png
AJ-FIREPROTECT2-H-RB-W;AJAX;84.34;Detector termovelocimétrico - Baterías reemplazables - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo -;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-H-RB-W/AJ-FIREPROTECT2-H-RB-W.png
AJ-FIREPROTECT2-H-SB-B;AJAX;107.64;Detector termovelocimétrico - Baterías integradas - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-H-SB-B/AJ-FIREPROTECT2-H-SB-B.png
AJ-FIREPROTECT2-H-SB-W;AJAX;107.64;Detector termovelocimétrico - Baterías integradas - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 14604;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-H-SB-W/AJ-FIREPROTECT2-H-SB-W.png
AJ-FIREPROTECT2-HC-AC-W;AJAX;151.02;Detector termovelocimétrico y CO - Alimentación 110~240 V AC - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificados EN 14604, 50291;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-HC-AC-W/AJ-FIREPROTECT2-HC-AC-W.png
AJ-FIREPROTECT2-HC-RB-B;AJAX;126.74;Detector termovelocimétrico y CO - Baterías reemplazables - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 50291 -;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-HC-RB-B/AJ-FIREPROTECT2-HC-RB-B.png
AJ-FIREPROTECT2-HC-RB-W;AJAX;126.74;Detector termovelocimétrico y CO - Baterías reemplazables - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 50291;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-HC-RB-W/AJ-FIREPROTECT2-HC-RB-W.png
AJ-FIREPROTECT2-HC-SB-B;AJAX;154.38;Detector termovelocimétrico y CO - Baterías integradas - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autóonomo - Certificado EN 50291 -;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-HC-SB-B/AJ-FIREPROTECT2-HC-SB-B.png
AJ-FIREPROTECT2-HC-SB-W;AJAX;154.38;Detector termovelocimétrico y CO - Baterías integradas - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 50291 -;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-HC-SB-W/AJ-FIREPROTECT2-HC-SB-W.png
AJ-FIREPROTECT2-HS-RB-B;AJAX;99.94;Detector de humo y termovelocimétrico - Baterías reemplazables - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 14604 -;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-HS-RB-B/AJ-FIREPROTECT2-HS-RB-B.png
AJ-FIREPROTECT2-HS-RB-W;AJAX;99.94;Detector de humo y termovelocimétrico - Baterías reemplazables - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 14604;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-HS-RB-W/AJ-FIREPROTECT2-HS-RB-W.png
AJ-FIREPROTECT2-HS-SB-B;AJAX;122.06;Detector de humo y termovelocimétrico - Baterías integradas - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 14604 -;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-HS-SB-B/AJ-FIREPROTECT2-HS-SB-B.png
AJ-FIREPROTECT2-HS-SB-W;AJAX;122.06;Detector de humo y termovelocimétrico - Baterías integradas - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 14604 -;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-HS-SB-W/AJ-FIREPROTECT2-HS-SB-W.png
AJ-FIREPROTECT2-HSC-RB-B;AJAX;140.72;Detector de humo, termovelocimétrico y CO - Baterías reemplazables - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 50291 y EN 14604;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-HSC-RB-B/AJ-FIREPROTECT2-HSC-RB-B.png
AJ-FIREPROTECT2-HSC-RB-W;AJAX;140.72;Detector de humo, termovelocimétrico y CO - Baterías reemplazables - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 50291 y EN 14604;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-HSC-RB-W/AJ-FIREPROTECT2-HSC-RB-W.png
AJ-FIREPROTECT2-HSC-SB-B;AJAX;175.06;Detector de humo, termovelocimétrico y CO - Baterías integradas - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 50291 y EN 14604 -;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-HSC-SB-B/AJ-FIREPROTECT2-HSC-SB-B.png
AJ-FIREPROTECT2-HSC-SB-W;AJAX;175.06;Detector de humo, termovelocimétricos y CO - Baterías integradas - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 50291 y EN 14604 -;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECT2-HSC-SB-W/AJ-FIREPROTECT2-HSC-SB-W.png
AJ-FIREPROTECTPLUS-B;AJAX;142.14;Detector de humo y CO - Sensor de temperatura - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 14604:2005;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECTPLUS-B/AJ-FIREPROTECTPLUS-B.png
AJ-FIREPROTECTPLUS-W;AJAX;142.14;Detector de humo y CO - Sensor de temperatura - Inalámbrico 868 MHz Jeweller - Sirena 85 dB incorporada - Permite funcionamiento autónomo - Certificado EN 14604:2005;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FIREPROTECTPLUS-W/AJ-FIREPROTECTPLUS-W.png
AJ-FRAME-2;AJAX;7.5;Marco para dos dispositivos - Compatible con AJ-SIDEBUTTON o AJ-SIDECOVER - Ajax - LightSwitch Frame (2 seats);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FRAME-2/AJ-FRAME-2.png
AJ-FRAME-2-VERT;AJAX;7.5;Marco vertical para dos dispositivos - Compatible con AJ-SIDEBUTTON-...-VERT - AJ-SIDECOVER-...-VERT - Ajax - LightSwitch Vertical Frame (2 seats);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FRAME-2-VERT/AJ-FRAME-2-VERT.png
AJ-FRAME-3;AJAX;8.74;Marco para tres dispositivos - Compatible con: - 2 x AJ-SIDEBUTTON o AJ-SIDECOVER - 1 x AJ-CENTERBUTTON o AJ-CENTERCOVER - Ajax - LightSwitch Frame (3 seats);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FRAME-3/AJ-FRAME-3.png
AJ-FRAME-3-VERT;AJAX;8.74;Marco vertical para tres dispositivos - Compatible con 2 x AJ-SIDEBUTTON-...-VERT - Compatible con 1 x AJ-CENTERBUTTON...-VERT - Ajax - LightSwitch Vertical Frame (3 seats);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FRAME-3-VERT/AJ-FRAME-3-VERT.png
AJ-FRAME-4;AJAX;10.92;Marco para cuatro dispositivos - Compatible con 2 x AJ-SIDEBUTTON - Compatible con 2 x AJ-CENTERBUTTON - Ajax - LightSwitch Frame (4 seats);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FRAME-4/AJ-FRAME-4.png
AJ-FRAME-4-VERT;AJAX;10.92;Marco vertical para cuatro dispositivos - Compatible con 2 x AJ-SIDEBUTTON-...-VERT - Compatible con 2 x AJ-CENTERBUTTON-...-VERT - Ajax - LightSwitch Vertical Frame (4 seats);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FRAME-4-VERT/AJ-FRAME-4-VERT.png
AJ-FRAME-5;AJAX;11.56;Marco para cinco dispositivos - Compatible con 2 x AJ-SIDEBUTTON - Compatible con 3 x AJ-CENTERBUTTON - Ajax - LightSwitch Frame (5 seats);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FRAME-5/AJ-FRAME-5.png
AJ-FRAME-5-VERT;AJAX;11.56;Marco vertical para cinco dispositivos - Compatible con 2 x AJ-SIDEBUTTON-...-VERT - Compatible con 3 x AJ-CENTERBUTTON-...-VERT - Ajax - LightSwitch Vertical Frame (5 seats);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-FRAME-5-VERT/AJ-FRAME-5-VERT.png
AJ-GLASSPROTECT-B;AJAX;77.52;Detector de rotura de cristal - Grado 2 - Inalámbrico 868 MHz Jeweller - Indicador LED - Sensibilidad ajustable - 1 entrada cableada / 1 tamper - Rango de detección 9 m;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-GLASSPROTECT-B/AJ-GLASSPROTECT-B.png
AJ-GLASSPROTECT-B-DUMMY;AJAX;8;Carcasa para detector de rotura de cristal - AJ-GLASSPROTECT-B - Instalación sencilla - Incluye SmartBracket - Plástico ABS - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-GLASSPROTECT-B-DUMMY/AJ-GLASSPROTECT-B-DUMMY.png
AJ-GLASSPROTECT-W;AJAX;77.52;Detector rotura de cristal - Grado 2 - Inalámbrico 868 MHz Jeweller - Indicador LED - Sensibilidad ajustable - 1 entrada cableada / 1 tamper - Rango de detección 9 m;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-GLASSPROTECT-W/AJ-GLASSPROTECT-W.png
AJ-GLASSPROTECT-W-DUMMY;AJAX;8;Carcasa para detector de rotura de cristal - AJ-GLASSPROTECT-W - Instalación sencilla - Incluye SmartBracket - Plástico ABS - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-GLASSPROTECT-W-DUMMY/AJ-GLASSPROTECT-W-DUMMY.png
AJ-HOLDER-B;AJAX;7.14;Soporte para botón de emergencia - Compatible con AJ-BUTTON-B y AJ-DOUBLEBUTTON-B - Instalación sencilla - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-HOLDER-B/AJ-HOLDER-B.png
AJ-HOLDER-W;AJAX;7.14;Soporte para botón de emergencia - Compatible con AJ-BUTTON-W y AJ-DOUBLEBUTTON-W - Instalación sencilla - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-HOLDER-W/AJ-HOLDER-W.png
AJ-HOMESIREN-B;AJAX;74.72;Sirena interior - Certificado grado 2 - Inalámbrico 868 MHz Jeweller - Certificado grado 2 - Presión sonora máxima 105 dB - Indicador LED / Sonido regulable - Alimentación 2 pilas CR123A 3.0 V;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-HOMESIREN-B/AJ-HOMESIREN-B.png
AJ-HOMESIREN-W;AJAX;74.72;Sirena interior - Grado 2 - Inalámbrico 868 MHz Jeweller - Presión sonora máxima 105 dB - Indicador LED / Sonido regulable - Alimentación 2 pilas CR123A 3.0 V;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-HOMESIREN-W/AJ-HOMESIREN-W.png
AJ-HOMESIREN-W-DUMMY;AJAX;18;Carcasa para sirena interior - AJ-HOMESIREN-W - Instalación sencilla - Incluye SmartBracket - Plástico ABS - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-HOMESIREN-W-DUMMY/AJ-HOMESIREN-W-DUMMY.png
AJ-HOOD;AJAX;14.28;Visera para detector de exterior - Compatible con AJ-OUTDOORPROTECT-W - Apto para uso exterior - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-HOOD/AJ-HOOD.png
AJ-HOOD-MOTIONCAMOUTDOOR;AJAX;14;Visera para detector de exterior - Compatible con AJ-MOTIONCAMOUTDOOR-W - Compatible con AJ-MOTIONCAMOUTDOOR-PHOD-W - Apto para uso exterior - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-HOOD-MOTIONCAMOUTDOOR/AJ-HOOD-MOTIONCAMOUTDOOR.png
AJ-HUB-B;AJAX;201.96;Central de alarma profesional - Grado 2 - Comunicación Ethernet y GPRS - Inalámbrico 868 MHz Jeweller - Hasta 100 dispositivos inalámbricos - Hasta 9 grupos de armado - App Móvil y Software PC (hasta 50 usuarios);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-HUB-B/AJ-HUB-B.png
AJ-HUB-B-DUMMY;AJAX;30;Carcasa para panel - AJ-HUB-B, AJ-HUBPLUS-B, AJ-HUB2-B, AJ-HUB2-4G-B - AJ-HUB2PLUS-B, AJ-REX-B y AJ-REX2-B - Instalación sencilla - Plástico ABS - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-HUB-B-DUMMY/AJ-HUB-B-DUMMY.png
AJ-HUB-W;AJAX;201.96;Central de alarma profesional - Grado 2 - Comunicación Ethernet y GPRS - Inalámbrico 868 MHz Jeweller - Hasta 100 dispositivos inalámbricos - Hasta 9 grupos de armado - App Móvil y Software PC (hasta 50 usuarios);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-HUB-W/AJ-HUB-W.png
AJ-HUB-W-DUMMY;AJAX;30;Carcasa para panel - AJ-HUB-W, AJ-HUBPLUS-W, AJ-HUB2-W, AJ-HUB2-4G-W - HUB2PLUS-W, AJ-REX-W y AJ-REX2-W - Instalación sencilla - Plástico ABS - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-HUB-W-DUMMY/AJ-HUB-W-DUMMY.png
AJ-HUB2-4G-B;AJAX;373.62;Central de alarma profesional - Grado 2 - Comunicación Ethernet y dual SIM 4G - Inalámbrico 868 MHz Jeweller y Wings - Hasta 100 dispositivos inalámbricos - Hasta 9 grupos de armado - App Móvil y Software PC (hasta 50 usuarios);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-HUB2-4G-B/AJ-HUB2-4G-B.png
